id,correct answer,CoT answers,length,instruction violation,internal mistake
147,a,"['c' 'c' 'a' 'a' 'a' 'a' 'c' 'c' 'c' 'c' 'c' 'c' 'a' 'c' 'a' 'c' 'c' 'c'
 'c' 'c' 'a' 'c' 'a' 'c' 'c' 'c' 'c' 'c' 'c' 'a' 'c' 'a' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c']","[3 4 3 3 3 3 3 4 4 4 4 3 3 4 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 4 4 4
 3 4 3]","[0 0 9 5 2 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 5 0 9 2 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
148,d,"['d' 'd' 'd' 'c' 'd' 'd' 'c' 'a' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'c' 'c' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd']","[3 5 3 3 5 3 3 4 5 3 3 5 5 5 3 3 5 7 3 3 5 5 5 5 6 4 3 5 3 5 3 3 5 3 5 3 5
 5 5 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
149,a,"['c' 'c' 'a' 'a' 'a' 'a' 'a' '662' 'a' 'a' 'a' 'c' 'a' 'a' 'a' 'a' 'a' 'a'
 'a' 'a' 'a' 'c' '662' 'c' 'a' 'a' 'c' 'a' 'a' 'a' 'c' 'a' 'a' 'c' 'c' 'c'
 '12000' 'a' 'a' 'a']","[5 3 4 3 5 4 4 3 3 4 9 3 3 3 5 3 4 3 4 5 4 5 3 4 4 5 5 4 2 3 3 3 2 3 3 3 9
 3 5 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
150,c,"['c' 'c' '28' '28' 'c' 'c' 'c' 'c' '55' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'b'
 'c' 'c' 'not possible' 'c' '55' 'c' 'c' 'b' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' '55' 'b' 'c' '55' 'b']","[ 5  8  7  9  4  4  4  7  8  7  3  6  4 10  5  4  4  4  6 15 10  6 11  6
  7  5  6  5  2  6 10  5  5  4  5 10 10  5  6  5]","[0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 9 0 0 0 0 0 0 5 0 0 0 0 0 0 5
 5 0 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
151,c,"['d' 'b' 'b' 'e' 'e' 'd' 'e' 'b' 'd' 'b' 'd' 'e' '144' 'd' 'b' 'e' 'b' 'e'
 'e' 'd' 'd' 'b' 'b' 'e' 'd' 'b' 'd' 'c' '124' 'd' 'd' 'd' 'b' 'e' '672'
 'b' 'b' 'd' '56' 'b']","[ 6 10 10  7  6  5  3  6  2  6  5  3  2  5 10  7 10  7  3  6  3 10 10  6
 10 10  3  4 10 10  5  6  6  2 10 10  6  5 11 10]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
152,b,"['d' 'b'
 'none of the provided options match the sub-duplicate ratio 25:49.'
 'none of the provided options match the sub-duplicate ratio of 25:49. therefore, the final answer is 25:49.'
 nan 'b' nan nan '25 : 49'
 'there is no matching ratio in the given options.'
 'there is no matching sub-duplicate ratio in the given options.' '5 : 7'
 'b' 'e' 'b' '25 : 49' 'b' 'a' '25 : 49' 'b' 'b' 'b' nan 'b'
 'none of the above' 'b'
 'no matching option provided, the sub-duplicate ratio of 25:49 is 25:49'
 'none of the provided options match the sub-duplicate ratio of 25 : 49.'
 nan 'b' 'b' 'b'
 'none of the provided options match the sub-duplicate ratio of 25:49' 'b'
 'b' 'b' 'there is no matching sub-duplicate ratio in the given options.'
 '25:49' 'b'
 'no matching option provided, the sub-duplicate ratio of 25:49 is already simplified.']","[6 4 5 6 6 3 6 4 4 6 7 3 3 4 2 4 5 3 4 2 3 3 6 3 4 2 5 7 6 4 5 2 5 4 2 2 6
 4 2 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
153,d,"['4' '4' 'd' 'd' 'd' 'd' '4' '4' '4' 'd' '4' '4' 'd' 'd' '4' '4' 'd' 'd'
 '4' '4' '4' '4' 'd' '4' '4' '4' 'd' 'd' '4' '4' 'd' 'd' 'a' 'd' '4' 'd'
 'd' '4' 'd' 'c']","[3 3 3 3 4 3 3 3 3 3 3 3 4 2 3 3 3 3 3 3 3 3 3 4 3 3 3 6 4 3 3 3 3 3 3 3 3
 3 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 2 0 0 0 0 5 2 2 0 2 0 0 0 0 2 0 5 0
 2 0 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
154,c,"['a' 'c' 'a' 'b' 'a' 'c' 'a' 'c' 'c' 'a' 'c' 'b' 'c' 'a' 'c' 'b' 'c' 'b'
 'c' 'b' 'c' 'e' 'a' 'c' 'c' 'c' 'c' 'b' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'b' 'a' 'a' 'a']","[4 7 6 6 5 4 4 7 7 5 6 6 5 5 8 6 6 7 9 6 6 8 7 9 7 3 7 5 6 7 7 6 7 7 7 8 6
 5 8 6]","[0 2 2 0 0 0 0 2 2 2 0 2 0 2 0 0 0 5 2 0 0 2 0 0 5 0 0 0 0 0 0 0 2 0 0 0 2
 2 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
155,d,"['41' '8' 'd' '8' 'b' '8' 'b' 'e' 'e' 'd' '28' 'b' 'c' 'd' 'd' '41' 'b'
 '41' 'd' 'b' '41' 'b' 'd' 'b' 'c' 'e' '41' '8' 'd' 'd' 'd' '41' 'd' '41'
 'b' '41' 'd' 'c' 'd' 'd']","[ 5  3  4  3  5  3  4  4  4  4  5  6  4  2  3  4  5  5  9  6  2  4  3  6
  8  3  7  3  3  3  6  5  6  2  7  2  3 10  5  6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
156,c,"['d' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'c' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'c' 'd']","[4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 3 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
157,b,"['b' 'b' 'b' 'a' 'b' 'a' 'b' 'b' 'b' 'a' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b'
 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'a' 'b' 'b' 'b' 'b' 'b'
 'b' 'b' 'b' 'b']","[3 3 3 6 5 5 7 3 3 4 3 2 3 3 3 3 3 2 3 2 2 2 3 3 3 3 3 7 3 3 6 2 3 7 2 2 3
 2 2 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
158,c,"['d' 'd' 'c' 'd' 'e' 'd' 'd' 'd' 'c' 'd' 'd' 'd' 'd' 'e' 'd' 'c' 'e' 'c'
 'd' 'd' 'd' 'd' 'd' 'd' 'e' 'd' 'd' 'c' 'd' 'd' 'd' 'd' 'd' 'e' 'd' 'd'
 'd' 'd' 'd' 'd']","[ 6  6  6  6  8  7  9  6  8  6  6  8  6  8  9  6  8  8  6  9  7  6 10  6
  8  6  6  8  7  6  6  6  6  8  6  8  6  6  9  6]","[0 9 0 0 0 0 0 0 0 2 2 0 0 0 2 0 0 5 0 0 0 0 0 0 0 9 0 5 0 5 0 2 0 0 0 0 2
 0 5 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
159,e,"['e' 'e' 'e' 'e' 'd' 'e' 'e' 'e' '72' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'b'
 '72' 'e' 'd' 'e' 'e' 'e' 'b' 'e' 'e' 'e' 'b' 'd' 'e' 'e' 'e' 'e' 'e' 'e'
 'e' 'e' 'e' 'e']","[ 8 10 11 10  7 10  8  9 11  8  8 11 10 10 10 10  8  6 10 10  7  8  8  8
  8 10 10  8  6  7  8  8 10  8  8  8  8  8  8  8]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
160,c,"['c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c']","[6 5 5 5 5 5 5 5 5 5 5 5 5 7 5 4 5 5 5 4 4 5 5 5 4 5 5 5 5 5 5 5 6 5 5 5 5
 5 5 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
161,b,"['c' 'b' 'b' 'error' 'b' 'c' 'error' 'c' '8.84' 'c' 'error' 'c' 'c' 'c'
 'e' 'c' 'error' 'c' 'c' 'error' 'c' 'c' 'error' 'error' 'error' 'c' 'c'
 'c' 'c' 'error' 'c' 'error' 'error' 'error' 'c' 'c' 'c' 'c' 'error' 'c']","[10 11 14  0 13  7  0  9 14  7  0  9  8 11 11  9  0  8 12  0  8  6  0  0
  0  8 12  9 10  0 10  0  0  0  9  9 10  9  0 10]","[ 0  0  2 10  2  2 10  2  2  0 10  0  0  0  5  2 10  0  9 10  0  2 10 10
 10  9  5  5  2 10  5 10 10 10  2  0  2  0 10  9]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
162,d,"['d' '1' 'd' '1' 'd' 'd' 'd' '1' 'd' '1' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd' 'd' 'd' '1' 'd' '1' '1' '1' 'd' '1' 'd' '1' 'd' 'd' '1'
 'd' 'd' 'd' 'd']","[3 2 4 3 3 2 2 2 2 2 3 2 2 2 2 2 2 4 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 3 3 2 3
 2 2 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
163,b,"['c' 'c' 'e' 'c' 'b' 'b' 'b' 'c' 'b' 'd' 'b' 'e' 'a' 'c' 'b' 'b' 'c' 'b'
 '102 cm' 'c' 'c' 'b' 'c' 'c' 'b' 'b' 'e' 'c' '240 cm' 'b' 'c' '96 cm' 'c'
 'b' 'b' 'e' 'b' 'b' 'c' 'b']","[ 2  4  7  5  4  5  6  4  8 11  7  5  4 15  8  6  6  8  9  7  7  5  5  5
  8  6 11  4  9  2  3  3  3  6  7  7  3  6  9 10]","[2 0 2 0 2 2 2 0 0 0 2 0 0 2 0 5 2 0 2 0 0 2 0 2 5 2 0 9 0 0 2 0 5 2 0 0 0
 0 9 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
164,d,"['d' '25' '75' 'd' 'b' 'd' 'd' 'd' 'b' 'b' 'd' '25' 'b' '25' '25' 'b' 'd'
 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' '25' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd' 'd']","[ 6  8  7 10  5  7 10  8  6  8  9  8  8  7 10  7  6  9  5 10  5  9  5  8
 10  6  8 10  8  9  7  7  8  9  9  5  9  6  9  8]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
165,a,"['120' 'b' 'b' '120' 'e' 'a' 'b' 'b' 'b' '112' 'a' 'a' '120' 'b' '120' 'a'
 'b' 'b' 'b' 'b' 'b' 'd' '126' 'b' 'b' 'b' 'b' 'b' '120' 'a' 'b' '120' 'b'
 '120' '120' 'b' 'b' 'b' 'a' '120']","[6 8 6 6 4 6 8 8 3 6 6 5 8 6 6 6 6 6 6 8 6 5 4 8 8 6 6 4 8 6 6 8 7 6 6 6 6
 6 5 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
166,d,"['d' 'a' 'a' 'a' 'e' 'e' 'e' 'e' 'a' 'a' 'e' 'a' 'e' 'b' 'e' '6' 'b' 'e'
 'd' 'e' 'e' 'e' '35' 'a' 'a'
 'the cyclist must wait for 6 minutes until the hiker catches up. therefore, the answer is not in the provided options.'
 'e' 'a' 'a' 'a' 'a' 'e' 'b' '11' 'd' 'e' 'd' 'a' 'd' 'e']","[ 7  9  9  7  5  5  5  5 10  6  6  9  6  8  4  5  6  6  7  5  5  5  8  6
  6  5  5  7  5  6  6  5  3  6  5  4  4  3  5  5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
167,b,"['b' 'b' 'b' 'b' 'b' 'c' 'b' 'b' 'c' 'b' 'b' 'a' 'b' 'a' 'b' 'b' 'b' 'b'
 'b' 'a' 'c' 'a' 'b' 'b' 'b' 'b' 'b' 'b' 'c' 'a' 'b' 'b' 'b' 'b' 'b' 'b'
 'b' 'b' 'b' 'b']","[4 4 3 5 5 4 4 4 5 3 3 5 5 5 3 4 6 5 5 4 4 5 5 3 5 4 5 5 5 5 5 3 5 5 5 5 3
 4 3 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
168,e,"['e' 'e' 'a' 'e' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'e' 'e' 'a' 'e' 'e'
 'a' 'a' 'a' 'a' 'e' 'a' 'e' 'a' 'e' 'e' 'a' 'a' 'a' 'a' 'a' 'a' 'e' 'a'
 'a' 'a' 'a' 'a']","[3 3 4 3 3 4 3 3 4 3 4 4 4 3 3 3 3 2 3 4 4 3 3 3 3 3 3 3 3 3 3 4 4 4 3 3 4
 4 3 4]","[0 2 2 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
169,e,"['b' 'b' 'a' 'b' 'a' 'b' 'a' 'b' 'a' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'a'
 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'a' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' '7'
 'b' '7' 'b' 'b']","[5 5 4 5 4 7 4 7 4 4 6 6 5 4 6 6 5 5 6 6 6 5 6 6 6 6 4 5 6 5 5 5 5 6 6 7 6
 8 5 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
170,b,"['b' 'b' 'b' 'b' 'b' 'b' 'b' 'a' 'b' 'c' 'b' 'b' 'b' 'a' 'a' 'b' 'b' 'b'
 'b' 'a' 'b' 'b' 'b' 'b' 'c' 'b' 'a' 'a' 'b' 'b' 'b' 'a' 'b' 'b' 'b' 'b'
 'b' 'a' 'a' 'b']","[2 3 3 3 3 2 3 3 2 3 2 3 3 3 3 2 3 2 3 3 3 3 2 3 3 2 3 3 2 2 2 3 3 3 3 2 2
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
171,a,"['b' 'a' 'c' 'a' 'a' 'c' 'c' 'a' '8' 'b' 'a' 'a' 'a' 'c' 'c' 'c' 'b' 'a'
 'a' 'a' 'a' 'c' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' '8' 'a' 'c'
 'c' 'b' 'b' 'c']","[ 6  5  6 10  5  3  6  5  5  3  4  5  7  4  5  6  4  4  4  4  4  3  5  5
  5  4  9  4  5  7  5  8 10  5  4  4  5  4  6  6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
172,c,"['b' 'c' 'b' 'c' 'e' 'b' 'b' 'c' 'c' 'b' 'b' 'c' 'b' 'b' 'b' 'b' 'b' 'b'
 'b' 'b' 'b' 'c' 'c' 'b' 'b' 'c' 'c' 'c' 'c' 'c' 'b' 'c' 'c' 'b' 'error'
 'b' 'b' 'c' 'b' 'b']","[3 3 3 3 4 3 3 3 3 3 3 3 4 3 4 3 3 3 4 3 3 4 3 4 3 3 3 5 4 5 5 3 5 4 0 3 3
 4 4 3]","[ 0  0  0  0  2  0  0  0  0  0  0  0  0  2  0  0  2  0  0  0  0  9  2  0
  0  0  2  0  2  0  2  0  0  0 10  2  0  0  0  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
173,c,"['c' '18' 'd' 'd' 'c' 'd' 'c' '6' 'b' 'c' 'c' 'c' 'c' '18' 'c' 'c' 'd' 'c'
 'e' 'c' 'c' 'c' 'c' 'c' 'a' 'c' '62' 'c' 'c' '18' 'c' 'd' 'c' 'c' 'd' 'c'
 '62' 'c' 'c' 'a']","[4 3 6 8 4 4 4 6 5 5 5 5 5 3 5 5 4 4 4 5 4 4 6 5 4 5 4 4 5 5 4 4 7 5 4 6 6
 5 4 4]","[0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
174,d,"['d' 'e' 'd' 'c' 'a' 'd' 'd' 'b' 'e' 'a' 'c' 'e' 'c' 'e' 'd' 'd' '7,17'
 'a' 'd' 'd' 'd' 'a' 'd' '17' 'b' 'b' 'a' 'b' '26' 'b' 'e' 'd' 'b' 'b'
 '18' 'e' 'e' 'e' 'a' 'd']","[3 4 3 3 3 4 3 3 2 3 4 3 3 3 3 3 3 3 3 3 3 3 3 4 4 3 3 4 6 4 3 3 5 3 6 3 3
 5 3 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
175,c,"['a' 'a' 'c' 'c' 'a' 'c' 'e' 'c' 'c' 'c' 'e' 'c' 'e' 'a' 'c' 'a' 'e' 'a'
 'e' 'e' 'a' 'c' 'a' 'a' 'c' 'e' 'c' 'c' 'e' 'a' 'c' 'a' 'a' 'e' '64' 'a'
 'e' 'c' 'b' 'a']","[3 3 3 3 3 3 4 3 3 3 4 3 2 3 3 4 3 4 3 3 3 3 5 4 2 6 3 3 3 3 4 4 3 6 3 3 2
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
176,d,"['b' 'b' 'd' 'b' 'b' 'b' 'b' 'd' 'b' 'b' 'd' 'd' 'b' 'b' 'b' 'b' 'd' 'b'
 'b' 'b' 'd' 'b' 'd' 'b' 'b' 'd' 'd' 'b' 'd' 'd' 'c' 'b' 'b' 'b' 'd' 'b'
 'b' 'b' 'b' 'b']","[5 3 8 4 5 4 5 4 4 6 4 4 3 5 4 5 4 5 6 5 4 5 4 4 5 4 4 4 4 4 4 4 6 4 4 4 6
 5 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
177,c,"['c' 'c' 'c' 'd' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'b' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'b' 'c' 'c' 'c' 'b' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'b'
 'c' 'c' 'c' 'c']","[3 4 4 3 4 3 4 4 4 4 4 5 4 5 3 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 3 4 4 3 4 3
 3 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
178,c,"['a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a'
 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a'
 'a' 'a' 'a' 'a']","[6 5 6 6 5 5 5 8 5 6 5 6 5 5 5 5 6 5 6 5 4 5 6 6 6 5 5 5 5 5 5 5 5 5 5 5 5
 6 5 6]","[0 0 2 2 0 5 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 2 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
