id,correct answer,CoT answers,length,instruction violation,internal mistake,Question,correctness
110,b,"['a'
 'step 2: calculate the circumference of the circular field using the formula: circumference = 2 * π * r. once you have the circumference, multiply it by the cost of fencing per meter (7 rs) to find the total cost of fencing approximately. compare the result with the given options to find the closest one.'
 'a' 'a' 'a' 'a' 'a' 'b' 'a' 'a' 'a' 'a' 'b' 'a' 'b' 'a' 'b' 'a' 'a' 'b'
 'a' 'a' 'a' 'b' 'b' 'a' 'd' 'a' 'a' 'a' 'a' 'b' 'a' 'a' 'a' 'a' 'a' 'a'
 'a' 'b']","[1 1 4 5 3 5 3 5 4 5 5 3 5 5 4 1 5 1 6 5 5 5 4 1 5 4 1 1 5 5 3 6 3 3 3 5 1
 5 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","the area of a circular field is 17.56 hectares . find the cost of fencing it at the rate of rs . 7 per metre approximately The options are: a ) 4457 , b ) 10400 , c ) 4235 , d ) 4547 , e ) 4675","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
111,a,"['a' 'a' 'a' 'a' 'a' '14700' 'a' 'a' 'a' 'a' '294' 'a' 'a' 'a' 'a' 'a' 'a'
 'a' 'e' 'a' 'a' 'a' 'a' '14700' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a'
 'a' 'a' 'a' 'a' '14700' 'a']","[6 6 6 6 6 8 7 5 6 6 7 6 7 8 7 6 6 7 8 7 7 6 6 6 6 7 6 6 7 6 6 6 6 6 6 6 6
 6 8 9]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a confectioner decides to sell all of his pastry due to the coming holiday . his pastry goods are equally divided among a group of 50 regular customers . if only 49 customers come to the bakery , each one will receive 6 less pastry goods . how much pastry does the confectioner needs to sell ? The options are: a ) 500 . , b ) 412 . , c ) 432 . , d ) 502 . , e ) 522 .","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
112,e,"['2' '2' '8' '12' '8' '8' '9' '8' '3' '3' '8' '8' '3' '3' '9' '3' '3' '3'
 '9' '8' '8' '8' '3' 'a' 'a' '8' '4' '8' '5' '9' '8' '9' '5' '9' '3' '14'
 'a' '3' '8' '8']","[ 5  8  7  7  6  6  7  8  6  5  5  6  8  5  8 10  5  7  7  7  8  7  6  8
  6  7 10  7  6  7  7  5  7  8  6  9  7  6  6  7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","if 5400 mn = k ^ 4 , where m , n , and k are positive integers , what is the least possible value of 2 m + n ? The options are: a ) 11 , b ) 18 , c ) 20 , d ) 25 , e ) 35","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113,d,"['b' '1.75 mph'
 ""the correct answer for tabby's average speed in the triathlon is approximately 1.75 mph.""
 'b' 'b' '1.75 mph' '1.75 mph' 'd' '1.75 mph' 'b' '1.75 mph' '1.75 mph'
 'd' 'd' '1.75 mph' '1.75 mph' '1.75 mph' '1.75 mph' '1.75 mph' '1.75 mph'
 '1.75 mph' 'b' '1.75 mph' '1.75 mph' '1.75 mph'
 ""the correct answer for tabby's average speed in the triathlon is approximately 1.75 mph.""
 '1.75 mph' '1.75 mph' 'b' 'b'
 ""the correct answer for tabby's average speed in the triathlon is approximately 1.75 mph.""
 '1.75 mph' 'b' 'b' '1.75 mph' '1.75 mph' '1.75 mph' '1.75 mph' 'b' 'b']","[5 5 4 5 8 4 5 3 4 7 5 5 3 3 6 5 6 6 6 6 5 4 4 6 4 4 5 4 6 5 4 6 7 4 4 6 4
 6 4 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","tabby is training for a triathlon . she swims at a speed of 1 mile per hour . she runs at a speed of 7 miles per hour . she wants to figure out her average speed for these two events . what is the correct answer for her ? The options are: a ) 8 mph , b ) 5.25 mph , c ) 3.5 mph , d ) 4 mph , e ) 0.5 mph","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114,a,"['b' 'a' 'b' 'a' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'a' 'b' 'a'
 'b' 'a' 'b' 'a' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'a' 'b' 'b' 'b'
 'b' 'b' 'a' 'b']","[4 5 6 4 6 4 6 6 4 6 6 6 5 5 6 7 6 4 4 4 5 5 5 6 5 5 6 6 6 6 5 6 4 6 4 5 6
 4 4 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a train of 25 carriages , each of 60 meters length , when an engine also of 60 meters length is running at a speed of 60 kmph . in what time will the train cross a bridge 1.0 km long ? The options are: a ) 2.5 , b ) 3 , c ) 5 , d ) 7 , e ) 9","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
115,c,"['c' 'b' 'b' 'b' 'b' 'e' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'e'
 'b' 'b' 'c' 'e' 'b' 'c' 'c' 'b' 'c' 'b' 'b' 'b' 'c' 'b' 'c' 'b' 'b' 'e'
 'e' 'b' 'b' 'b']","[7 7 7 7 7 6 7 6 6 7 6 6 7 7 7 6 7 8 7 7 6 7 6 6 6 7 7 6 7 7 8 7 8 7 7 7 8
 7 6 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","jerome anticipated that the webweb . com stock price would fall and sold all his webweb . com stocks for $ 5 per stock . he paid $ 10,000 tax on the revenue . a week later , jerome became convinced that the webweb . com stock price would rise , and he used the money that he had gotten from selling the webweb . com stocks to purchase them again , this time at $ 6 per stock . if jerome ended up having 7000 webweb . com stocks fewer than the number he had before selling them , how many webweb . com stocks did he have originally ? The options are: a ) 10,000 , b ) 11,600 , c ) 17,000 , d ) 14,000 , e ) 16,400","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
116,e,"['e' 'a' 'd' 'd' 'd' 'b' 'd' '927.78' 'd' 'b' 'b' '927.78' 'e' 'b' 'c' 'c'
 'd' 'd' 'a' 'd' '927.78' 'e' 'b' 'c' 'e' 'e' 'b' '855.05' '540.38' 'c'
 'a' 'd' 'c' 'd' 'a' 'd' 'd' 'd' 'b' '949.15']","[ 4  5  1  2  4 10  3  5  3  7  8  3  6  6  1  4  1  1  3  3  7  6  4  1
  7  9 10  7  4  1  5  5  1  5  3  5  9  1  9  6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","find the principle on a certain sum of money at 9 % per annum for 2 2 / 5 years if the amount being rs . 1120 ? The options are: a ) 1000 , b ) 912.88 , c ) 927.78 , d ) 926.82 , e ) 921.05","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117,a,"['a' 'e' 'a' 'a' 'a' 'a' 'a' 'e' 'a' 'e' 'a' 'a' 'a' 'a' 'a' 'a' 'a'
 '5 : 6' 'e' 'a' 'a' 'a' 'a' 'a' 'a' 'e' 'e' 'e' 'e' 'e' 'e' 'a' 'a' 'a'
 'e' 'a' 'a' 'a' 'e' 'a']","[5 1 4 5 5 3 5 6 5 1 5 4 5 5 5 5 5 3 5 3 4 6 4 4 5 1 1 8 5 1 6 5 6 5 5 5 6
 3 6 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","if 40 % of a number is equal to two - third of another number , what is the ratio of first number to the second number . The options are: a ) 5 : 3 , b ) 2 : 5 , c ) 4 : 7 , d ) 5 : 2 , e ) none of these","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1]"
118,b,"['a' 'a' 'a' 'b' 'a' 'a' 'a' 'a' 'b' 'a' 'a' 'b' 'a' 'b' 'b' 'b' 'b' 'a'
 'b' 'b' 'a' 'a' 'b' 'a' 'a' 'a' 'b' 'c' 'c' 'b' 'a' 'a' 'a' 'a' 'a' 'a'
 'a' 'a' 'a' 'c']","[6 5 5 5 6 7 5 5 5 5 6 6 5 4 5 5 5 5 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
 5 6 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","vijay lent out an amount rs . 10000 into two parts , one at 8 % p . a . and the remaining at 10 % p . a . both on simple interest . at the end of the year he received rs . 890 as total interest . what was the amount he lent out at 8 % pa . a ? The options are: a ) 5529 , b ) 5500 , c ) 5520 , d ) 5521 , e ) 5192","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
119,d,"['c' 'c' 'c' 'c' 'd' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'b' 'c' 'c' 'c' 'e' 'c'
 'c' 'c' 'c' 'c' '84' 'c' 'c' 'd' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c']","[ 7  8  6  8  7  8  6  8  9  6  9  8  8  6  7  6 10  8  6  9  6  6  7  6
  8  8  6  6  6  6  6  7  6  8  8  6  6  6  6  6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a man whose bowling average is 12.4 , takes 5 wickets for 26 runs and there by decreases his average by 0.4 . the number of wickets taken by him before his last match is ? The options are: a ) 82 , b ) 83 , c ) 84 , d ) 85 , e ) 86","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,d,"['b' 'd' 'd' 'd' 'd' 'c' 'b' 'b' 'c' 'c' 'e' 'c' 'e' 'e' 'b' 'e' 'd' 'a'
 'c' 'the work will be completed on the 147th day.' 'c' 'b' 'c' 'b' 'c'
 'b' 'e' 'd' 'c' 'b' 'd' 'c' 'c' 'c' '12th' 'd' 'c' 'b' 'c' 'e']","[9 8 7 6 8 6 6 7 6 6 6 8 7 8 4 7 7 6 6 5 6 6 7 7 6 5 4 4 6 8 5 5 4 6 7 6 7
 8 5 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","anand finishes a work in 7 days , bittu finishes the same job in 8 days and chandu in 6 days . they take turns to finish the work . anand on the first day , bittu on the second and chandu on the third day and then anand again and so on . on which day will the work get over ? The options are: a ) 3 rd , b ) 6 th , c ) 9 th , d ) 7 th , e ) 8 th","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
121,d,"['e' 'd' 'a' 'e' 'e' 'a' 'a' 'e' 'a' 'a' 'e' 'a' 'e' 'a' 'c' 'a' 'e' 'd'
 'e' 'e' 'a' 'e' 'e' 'e' 'a' 'd' 'e' 'd' 'e' 'a' 'e' 'a' 'e' 'e' 'e' 'a'
 'c' 'e' 'e' 'e']","[ 5  5  2  4  4  4  3  4  3  4  6 13  4  3  5  3  3  2  2  6  3  4  5  4
  3  6  5  3  4  2  2 10  3  3  5  3  3  4  4  6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","if the product of two numbers is 45276 and their h . c . f . is 22 , find their l . c . m . The options are: a ) 2574 , b ) 2500 , c ) 2100 , d ) 2058 , e ) none of these","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122,c,"['a' 'c' 'a' 'a' 'a' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'a' 'c' 'b' 'c'
 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'a' 'a' 'c' 'a' 'c'
 'c' 'c' 'c' 'c']","[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a person saved $ 10 in buying an item on sale . if he spent $ 500 for the item , approximately how much percent he saved in the transaction ? The options are: a ) 8 % , b ) 10 % , c ) 2 % , d ) 5 % , e ) 6 %","[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1]"
123,a,"['a' 'a' 'a' 'a' 'c' 'a' 'a' 'a' 'a' 'b' 'a' 'a' 'a' 'a' 'b' 'a' 'a' 'a'
 'a' 'a' 'a' 'a' 'a' 'b' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a'
 'a' 'a' 'a' '25']","[4 4 3 3 4 3 4 4 3 5 3 7 4 4 3 3 3 3 4 4 3 3 3 5 3 4 3 3 3 3 4 4 4 3 4 4 4
 4 4 4]","[0 0 0 2 0 0 5 2 0 0 0 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 2
 0 0 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","okeydokey paid 5 apples at the apple investment booth for an unopened box of earthworms . artichokey paid 7 apples towards the same lot . the booth pays off earthworms proportional to the apples invested . the box turned out to contain 60 earthworms . how many of them should okeydokey receive ? The options are: a ) 25 , b ) 27 , c ) 28 , d ) 29 , e ) 30","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
124,d,"['d' 'd' 'd' 'd' 'd' 'd' 'd' 'c' 'd' 'd' 'c' 'd' 'd' 'd' 'd' 'c' 'd' 'd'
 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'c' 'd' 'd' 'd' 'd' 'd' 'c' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd']","[3 3 2 5 3 7 3 3 4 2 3 4 3 3 3 3 4 4 3 4 4 2 4 3 3 3 4 4 3 2 3 3 4 4 7 2 4
 2 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a glass was filled with 10 ounces of water , and 0.01 ounce of the water evaporated each day during a 20 - day period . what percent of the original amount of water evaporated during this period ? The options are: a ) 0.002 % , b ) 0.02 % , c ) 0.2 % , d ) 2 % , e ) 20 %","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
125,a,"['a' 'a' 'b' 'a' 'a' 'a' '$3.50' 'b' 'c' '31.00' 'c' 'd' 'b' 'b' 'a' 'b'
 'b' 'c' 'a' 'c' 'b' 'b' 'b' 'd' 'a' 'b' 'c' 'a'
 'the difference in price between a map and a book is $31.00.' 'b' 'b' 'a'
 'a' 'a' 'c' 'b' 'b' 'b' 'b' 'b']","[ 9  8  5  9  9  8 10  5  5  9  6  8  5  6 12  5  6  6  9  6  5  5  5  9
  9  5  6 10  9  5  5  9  9 14  5  5  5  6  5  9]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a certain store sells all maps at one price and all books at another price . on monday the store sold 10 maps and 8 books for a total of $ 22.00 , and on tuesday the store sold 20 maps and 15 books for a total of $ 60.00 . at this store , how much less does a map sell for than a book ? The options are: a ) $ - 5.4 , b ) $ 0.50 , c ) $ 0.75 , d ) $ 1.00 , e ) $ l . 25","[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
126,e,"['e' 'c' 'c' 'e' 'e' 'c' 'e' 'e' 'c' 'e' 'c' 'c' 'e' 'e' 'e' 'e' 'c' 'c'
 'c' 'c' 'c' 'c' 'c' 'c' 'b' 'c' 'e' 'e' 'c' 'c' 'e' 'a' 'c' 'e' 'c' 'c'
 'c' 'c' 'c' 'c']","[6 4 5 4 5 4 9 4 5 5 4 4 6 5 4 4 4 7 4 3 4 6 6 7 5 5 5 6 4 7 5 6 3 5 6 4 6
 6 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a 64 gallon solution of salt and water is 10 % salt . how many gallons of water must be added to the solution in order to decrease the salt to 8 % of the volume ? The options are: a ) 8 , b ) 12 , c ) 13 , d ) 14 , e ) 16","[1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
127,b,"['a' 'a' 'd' 'd' 'd' 'a' 'a' 'a' 'a' 'b' 'a' 'a' 'd' 'd' 'd' 'a' 'd' 'd'
 'a' 'a' 'd' 'a' 'a' 'a' 'd' 'b' 'd' 'd' 'a' 'a' 'b' 'd' 'a' 'b' 'b' 'a'
 'd' 'a' 'd' 'a']","[10  7  9  8  7  7  7  7  7  9  7  7  9  7 11  7  7 10  7  7  8  7  7  7
  6  8  8 14 11  7  7  9  7  8  7  7  7  7  7  7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a gambler bought $ 5,000 worth of chips at a casino in denominations of $ 20 and $ 100 . that evening , the gambler lost 16 chips , and then cashed in the remainder . if the number of $ 20 chips lost was 2 more or 2 less than the number of $ 100 chips lost , what is the largest amount of money that the gambler could have received back ? The options are: a ) $ 4,040 , b ) $ 4,120 , c ) $ 1,960 , d ) $ 4,920 , e ) $ 1,400","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
128,c,"['c' 'c' 'a' 'c' 'c' 'c' 'a' 'c' 'c' 'a' '2' 'c' 'c' '2' 'c' 'a' 'c' '2'
 'c' '2' 'c' 'c' 'a' 'c' 'c' 'c' 'a' 'a' 'c' 'c' 'c' 'c' '2' 'c' 'c' 'c'
 '2' 'a' 'c' 'c']","[ 5  4  4  4  4  4  6  4  4  8  4  4  5  5  6  5  4  4  4  4  4 10  6  4
  4  4  4  6  4  6  4  4  7  4  7  4  4  4  7  4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","in the coordinate plane , line a has a slope of - 2 and an x - intercept of 2 . line b has a slope of 5 and a y - intercept of - 10 . if the two lines intersect at the point ( a , b ) , what is the sum a + b ? The options are: a ) 0 , b ) 1 , c ) 2 , d ) 3 , e ) 4","[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
129,b,"['c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c']","[5 5 3 3 3 3 5 4 5 3 5 4 4 4 6 6 4 5 5 3 5 4 4 3 4 4 4 5 5 5 4 5 5 3 5 6 4
 3 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","for any positive integer n , the sum of the first n positive integers equals n ( n + 1 ) / 2 . what is the sum of all the integers between 100 and 200 ? The options are: a ) 4545 , b ) 5050 , c ) 6525 , d ) 4352 , e ) 4652","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
